IPv4,#genre#
CCTV10,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv$LR•IPV4『线路39』
CCTV11,http://61.156.228.12:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
CCTV11,http://113.220.235.232:9999/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
CCTV11,http://101.66.199.26:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路4』
CCTV11,http://101.66.198.53:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路5』
CCTV11,http://101.66.198.93:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路6』
CCTV11,http://101.66.198.213:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路7』
CCTV11,http://101.66.198.222:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路8』
CCTV11,http://101.66.198.245:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路9』
CCTV11,http://182.92.109.190:1668/migu720/migu720.php?id=cctv11$LR•IPV4『线路10』
CCTV11,http://123.10.78.208:808/hls/11/index.m3u8$LR•IPV4『线路13』
CCTV11,http://58.19.244.92:1111/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
CCTV11,http://222.243.221.54:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
CCTV11,http://42.48.50.232:9002/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
CCTV11,http://183.185.105.197:8082/rtp/226.0.2.28:8136$LR•IPV4『线路17』
CCTV11,http://118.249.23.16:4022/udp/239.76.245.251:1234$LR•IPV4『线路18』
CCTV11,http://171.213.196.134:8088/udp/239.93.0.102:5140$LR•IPV4『线路19』
CCTV11,http://171.213.196.134:8088/udp/239.93.0.170:5140$LR•IPV4『线路20』
CCTV11,http://114.228.152.34:8888/rtp/239.49.1.11:6000$LR•IPV4『线路21』
CCTV11,http://180.119.183.89:8800/rtp/239.49.1.11:6000$LR•IPV4『线路22』
CCTV11,http://121.227.243.195:7766/rtp/239.49.1.11:6000$LR•IPV4『线路23』
CCTV11,http://49.67.96.109:55555/rtp/239.49.1.11:6000$LR•IPV4『线路24』
CCTV11,http://115.171.216.195:4000/udp/225.1.8.73:8120$LR•IPV4『线路26』
CCTV11,http://222.241.154.37:9901/tsfile/live/23011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路29』
CCTV11,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225853/index.m3u8$LR•IPV4『线路30』
CCTV11,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv$LR•IPV4『线路32』
CCTV11,http://111.14.181.15:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路34』
CCTV11,http://218.241.192.50:8808/rtp/239.3.1.152:8120$LR•IPV4『线路35』
CCTV11,http://120.234.5.29:6000/udp/239.21.0.35:3480$LR•IPV4『线路37』
CCTV11,http://223.159.8.12:8099/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路40』
CCTV12,http://113.220.235.232:9999/tsfile/live/0012_2.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
CCTV12,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
CCTV12,http://101.66.199.26:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路4』
CCTV12,http://101.66.198.53:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路5』
CCTV12,http://101.66.198.93:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路6』
CCTV12,http://101.66.198.213:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路7』
CCTV12,http://101.66.198.222:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路8』
CCTV12,http://123.138.22.30:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
CCTV12,http://182.92.109.190:1668/migu720/migu720.php?id=cctv12$LR•IPV4『线路10』
CCTV12,http://123.10.78.208:808/hls/12/index.m3u8$LR•IPV4『线路13』
CCTV12,http://58.19.244.92:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
CCTV12,http://222.243.221.54:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
CCTV12,http://218.76.32.193:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
CCTV12,http://42.48.50.232:9002/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路17』
CCTV12,http://183.185.105.197:8082/rtp/226.0.2.164:9224$LR•IPV4『线路18』
CCTV12,http://183.185.105.197:8082/rtp/226.0.2.29:8144$LR•IPV4『线路19』
CCTV12,http://118.249.23.16:4022/udp/239.76.246.162:1234$LR•IPV4『线路20』
CCTV12,http://118.249.23.16:4022/udp/239.76.253.162:9000$LR•IPV4『线路21』
CCTV12,http://171.213.196.134:8088/udp/239.93.1.30:8124$LR•IPV4『线路22』
CCTV12,http://171.213.196.134:8088/udp/239.93.1.41:5140$LR•IPV4『线路23』
CCTV12,http://114.228.152.34:8888/rtp/239.49.8.135:6000$LR•IPV4『线路24』
CCTV12,http://114.228.152.34:8888/rtp/239.49.1.12:6000$LR•IPV4『线路25』
CCTV12,http://180.119.183.89:8800/rtp/239.49.8.135:6000$LR•IPV4『线路26』
CCTV12,http://180.119.183.89:8800/rtp/239.49.1.12:6000$LR•IPV4『线路27』
CCTV12,http://121.227.243.195:7766/rtp/239.49.8.135:6000$LR•IPV4『线路28』
CCTV12,http://121.227.243.195:7766/rtp/239.49.1.12:6000$LR•IPV4『线路29』
CCTV12,http://49.67.96.109:55555/rtp/239.49.8.135:6000$LR•IPV4『线路30』
CCTV12,http://49.67.96.109:55555/rtp/239.49.1.12:6000$LR•IPV4『线路31』
CCTV12,http://61.136.67.238:50085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路36』
CCTV12,http://58.57.21.166:9901/tsfile/live/0012_1.m3u8?key=txiptv$LR•IPV4『线路37』
CCTV12,http://221.5.12.130:2223/hls/81/index.m3u8$LR•IPV4『线路38』
CCTV12,http://171.108.239.98:8181/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路39』
CCTV13,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
CCTV13,http://101.66.199.26:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路3』
CCTV13,http://101.66.198.53:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路4』
CCTV13,http://101.66.198.93:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路5』
CCTV13,http://101.66.198.213:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路6』
CCTV13,http://101.66.198.222:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路7』
CCTV13,http://101.66.198.245:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路8』
CCTV13,http://121.19.134.222:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
CCTV13,http://182.92.109.190:1668/migu720/migu720.php?id=cctv13$LR•IPV4『线路10』
CCTV13,http://123.10.78.208:808/hls/13/index.m3u8$LR•IPV4『线路13』
CCTV13,http://58.19.244.92:1111/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
CCTV13,http://222.243.221.54:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
CCTV13,http://218.76.32.193:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
CCTV13,http://42.48.50.232:9002/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路17』
CCTV13,http://183.185.105.197:8082/rtp/226.0.2.165:9232$LR•IPV4『线路18』
CCTV13,http://183.185.105.197:8082/rtp/226.0.2.30:8152$LR•IPV4『线路19』
CCTV13,http://118.249.23.16:4022/udp/239.76.246.93:1234$LR•IPV4『线路20』
CCTV13,http://118.249.23.16:4022/udp/239.76.253.93:9000$LR•IPV4『线路21』
CCTV13,http://171.213.196.134:8088/udp/239.93.0.66:5140$LR•IPV4『线路22』
CCTV13,http://114.228.152.34:8888/rtp/239.49.1.13:6000$LR•IPV4『线路23』
CCTV13,http://180.119.183.89:8800/rtp/239.49.1.13:6000$LR•IPV4『线路24』
CCTV13,http://121.227.243.195:7766/rtp/239.49.1.13:6000$LR•IPV4『线路25』
CCTV13,http://49.67.96.109:55555/rtp/239.49.1.13:6000$LR•IPV4『线路26』
CCTV13,http://115.171.216.195:4000/udp/225.1.8.168:8130$LR•IPV4『线路28』
CCTV13,http://171.108.239.98:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路30』
CCTV13,http://171.116.59.153:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路31』
CCTV13,http://222.241.154.37:9901/tsfile/live/23013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路33』
CCTV13,http://58.57.21.166:9901/tsfile/live/0013_1.m3u8?key=txiptv$LR•IPV4『线路34』
CCTV13,http://171.108.239.80:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路35』
CCTV13,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8?key=txiptv$LR•IPV4『线路37』
CCTV13,http://171.108.239.99:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路38』
CCTV13,http://111.14.181.15:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路40』
CCTV14,http://113.220.235.232:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
CCTV14,http://223.241.247.214:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
CCTV14,http://101.66.199.26:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路4』
CCTV14,http://101.66.198.53:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路5』
CCTV14,http://101.66.198.93:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路6』
CCTV14,http://101.66.198.213:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路7』
CCTV14,http://101.66.198.222:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路8』
CCTV14,http://101.66.198.245:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路9』
CCTV14,http://182.92.109.190:1668/migu720/migu720.php?id=cctv14$LR•IPV4『线路10』
CCTV14,http://123.10.78.208:808/hls/14/index.m3u8$LR•IPV4『线路13』
CCTV14,http://58.19.244.92:1111/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
CCTV14,http://222.243.221.54:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
CCTV14,http://218.76.32.193:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
CCTV14,http://42.48.50.232:9002/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路17』
CCTV14,http://183.185.105.197:8082/rtp/226.0.2.166:9240$LR•IPV4『线路18』
CCTV14,http://183.185.105.197:8082/rtp/226.0.2.31:8160$LR•IPV4『线路19』
CCTV14,http://118.249.23.16:4022/udp/239.76.246.164:1234$LR•IPV4『线路20』
CCTV14,http://118.249.23.16:4022/udp/239.76.253.164:9000$LR•IPV4『线路21』
CCTV14,http://114.228.152.34:8888/rtp/239.49.8.136:6000$LR•IPV4『线路22』
CCTV14,http://114.228.152.34:8888/rtp/239.49.1.14:6000$LR•IPV4『线路23』
CCTV14,http://180.119.183.89:8800/rtp/239.49.8.136:6000$LR•IPV4『线路24』
CCTV14,http://180.119.183.89:8800/rtp/239.49.1.14:6000$LR•IPV4『线路25』
CCTV14,http://121.227.243.195:7766/rtp/239.49.8.136:6000$LR•IPV4『线路26』
CCTV14,http://121.227.243.195:7766/rtp/239.49.1.14:6000$LR•IPV4『线路27』
CCTV14,http://49.67.96.109:55555/rtp/239.49.8.136:6000$LR•IPV4『线路28』
CCTV14,http://49.67.96.109:55555/rtp/239.49.1.14:6000$LR•IPV4『线路29』
CCTV14,http://171.108.239.98:8181/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路32』
CCTV14,http://222.241.154.37:9901/tsfile/live/23014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路34』
CCTV14,http://171.108.239.79:8181/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路37』
CCTV14,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8?key=txiptv$LR•IPV4『线路38』
CCTV15,http://113.220.235.232:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
CCTV15,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
CCTV15,http://223.241.247.214:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路4』
CCTV15,http://101.66.199.26:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路5』
CCTV15,http://101.66.198.53:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路6』
CCTV15,http://101.66.198.93:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路7』
CCTV15,http://101.66.198.213:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路8』
CCTV15,http://101.66.198.222:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路9』
CCTV15,http://182.92.109.190:1668/migu720/migu720.php?id=cctv15$LR•IPV4『线路10』
CCTV15,http://123.10.78.208:808/hls/15/index.m3u8$LR•IPV4『线路13』
CCTV15,http://58.19.244.92:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
CCTV15,http://222.243.221.54:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
CCTV15,http://218.76.32.193:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
CCTV15,http://42.48.50.232:9002/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路17』
CCTV15,http://183.185.105.197:8082/rtp/226.0.2.32:8168$LR•IPV4『线路18』
CCTV15,http://118.249.23.16:4022/udp/239.76.245.252:1234$LR•IPV4『线路19』
CCTV15,http://171.213.196.134:8088/udp/239.93.0.103:5140$LR•IPV4『线路20』
CCTV15,http://114.228.152.34:8888/rtp/239.49.1.15:6000$LR•IPV4『线路21』
CCTV15,http://180.119.183.89:8800/rtp/239.49.1.15:6000$LR•IPV4『线路22』
CCTV15,http://121.227.243.195:7766/rtp/239.49.1.15:6000$LR•IPV4『线路23』
CCTV15,http://49.67.96.109:55555/rtp/239.49.1.15:6000$LR•IPV4『线路24』
CCTV15,http://115.171.216.195:4000/udp/225.1.8.74:8136$LR•IPV4『线路26』
CCTV15,http://221.5.12.130:2223/hls/70/index.m3u8$LR•IPV4『线路27』
CCTV15,http://58.48.37.158:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路29』
CCTV15,http://171.108.239.98:8181/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路30』
CCTV15,http://222.241.154.37:9901/tsfile/live/23015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路32』
CCTV15,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv$LR•IPV4『线路33』
CCTV15,http://111.14.181.15:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路35』
CCTV15,http://218.241.192.50:8808/rtp/239.3.1.153:8136$LR•IPV4『线路36』
CCTV15,http://120.234.5.29:6000/udp/239.21.0.36:3484$LR•IPV4『线路37』
CCTV15,http://123.138.216.44:9902/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路40』
CCTV16,http://121.19.134.222:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8$LR•IPV4『线路3』
CCTV16,http://182.92.109.190:1668/migu720/migu720.php?id=cctv16$LR•IPV4『线路4』
CCTV16,http://183.185.105.197:8082/rtp/226.0.2.169:9264$LR•IPV4『线路7』
CCTV16,http://118.249.23.16:4022/udp/239.76.246.98:1234$LR•IPV4『线路8』
CCTV16,http://118.249.23.16:4022/udp/239.76.253.98:9000$LR•IPV4『线路9』
CCTV16,http://171.108.239.80:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路11』
CCTV16,http://171.108.239.98:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路12』
CCTV16,http://171.108.239.79:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
CCTV16,http://171.108.239.99:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
CCTV16,http://171.108.239.99:8181/tsfile/live/1042_1.m3u8?key=txiptv$LR•IPV4『线路17』
CCTV16,http://222.241.154.37:9901/tsfile/live/23016_1.m3u8?key=txiptv$LR•IPV4『线路18』
CCTV16,http://114.252.229.26:9876/rtp/239.3.1.184:8001$LR•IPV4『线路19』
CCTV16,http://58.17.48.228:808/hls/25/index.m3u8$LR•IPV4『线路20』
CCTV16,http://218.241.192.50:8808/rtp/239.3.1.184:8001$LR•IPV4『线路22』
CCTV16,http://117.27.190.42:9998/tsfile/live/23249_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路29』
CCTV16,http://117.27.190.42:9998/tsfile/live/23249_1.m3u8?key=txiptv$LR•IPV4『线路30』
CCTV16,http://220.164.192.48:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路31』
CCTV16,http://60.164.229.63:4040/udp/239.255.30.80:8231$LR•IPV4『线路35』
CCTV16,http://222.241.154.37:9901/tsfile/live/23016_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路36』
CCTV16,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv16$LR•IPV4『线路39』
CCTV16,http://36.25.232.33:8888/udp/233.50.201.192:5140$LR•IPV4『线路40』
CCTV17,http://113.57.20.158:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
CCTV17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
CCTV17,http://121.19.134.200:808/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路4』
CCTV17,http://121.19.134.222:808/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
